comp,y
Rb2Sr6Nb6Cr2O24,-3.91
Rb2Sr6Nb6Fe2O24,-3.456
Rb2Sr6Mn2Nb6O24,-3.517
Rb2Sr6Ta2Nb6O24,-4.304
Rb2Sr6Nb6V2O24,-3.616
Rb4Sr4Nb8O24,-3.873
Rb4Sr4Nb4Cr4O24,-2.135
Rb4Sr4Ta4Nb4O24,-4.167
Rb4Sr4Nb4V4O24,-2.846
Sr7Y1Nb8O24,-4.605
Sr6Y2Nb8O24,-4.805
Sr4Y4Nb8O24,-4.862
Sr7Zn1Nb8O24,-4.199
Sr6Zn2Nb8O24,-3.94
Sr4Zn4Nb8O24,-3.794
Sr8Nb7Cr1O24,-4.347
Sr8Nb6Cr2O24,-4.143
Sr8Nb4Cr4O24,-3.072
Sr8Nb7Fe1O24,-4.112
Sr8Nb6Fe2O24,-3.86
Sr8Nb4Fe4O24,-2.434
Sr8Nb7Ge1O24,-4.243
Sr8Nb4Ge4O24,-3.147
Sr8Hf1Nb7O24,-4.425
Sr8Hf2Nb6O24,-4.401
Sr8Hf4Nb4O24,-4.556
Sr8Mn1Nb7O24,-4.162
Sr8Mn4Nb4O24,-2.937
Sr8Nb7Mo1O24,-4.38
Sr8Nb6Mo2O24,-4.315
Sr8Nb4Mo4O24,-4.11
Sr8Nb7Ni1O24,-4.097
Sr8Nb6Ni2O24,-3.827
Sr8Nb4Ni4O24,-1.961
Sr8Nb7Ru1O24,-4.545
Sr8Nb6Ru2O24,-4.375
Sr8Nb4Ru4O24,-3.317
Sr8Nb7Sn1O24,-4.408
Sr8Nb4Sn4O24,-3.543
Sr8Ta1Nb7O24,-4.498
Sr8Ta2Nb6O24,-4.581
Sr8Ta4Nb4O24,-4.747
Sr8Ti1Nb7O24,-4.376
Sr8Ti2Nb6O24,-4.284
Sr8Ti4Nb4O24,-4.201
Sr8Nb7V1O24,-4.298
Sr8Nb6V2O24,-4.236
Sr8Zr1Nb7O24,-4.407
Sr8Zr2Nb6O24,-4.385
Sr8Zr4Nb4O24,-4.443
Ba1Sr7V7Cr1O24,-3.168
Ba1Sr7V7Fe1O24,-3.024
Ba1Sr7Mn1V7O24,-3.226
Ba1Sr7Nb1V7O24,-3.349
Ba1Sr7V7Ni1O24,-3.07
Ba1Sr7V7Sn1O24,-3.265
Ba1Sr7Ta1V7O24,-3.439
Ba1Sr7Ti1V7O24,-3.272
Ba2Sr6V6Cr2O24,-2.963
Ba2Sr6V6Fe2O24,-2.73
Ba2Sr6Mn2V6O24,-3.072
Ba2Sr6V6Ni2O24,-2.772
Ba2Sr6V6Sn2O24,-3.066
Ba2Sr6Ta2V6O24,-3.441
Ba2Sr6Ti2V6O24,-3.108
Ba4Sr4V4Cr4O24,-2.615
Ba4Sr4V4Fe4O24,-2.116
Ba4Sr4Mn4V4O24,-2.764
Ba4Sr4V4Ni4O24,-1.509
Ba4Sr4V4Sn4O24,-2.868
Ba4Sr4Ta4V4O24,-3.661
Ba4Sr4Ti4V4O24,-2.978
Sr7Ca1V7Cr1O24,-3.225
Sr7Ca1V7Fe1O24,-3.333
Sr7Ca1Mn1V7O24,-3.428
Sr7Ca1Nb1V7O24,-3.536
Sr7Ca1V7Ni1O24,-3.237
Sr7Ca1V7Sn1O24,-3.385
Sr7Ca1Ta1V7O24,-3.605
Sr7Ca1Ti1V7O24,-3.399
Sr6Ca2V6Cr2O24,-3.223
Sr6Ca2V6Fe2O24,-3.334
Sr6Ca2Mn2V6O24,-3.337
Sr6Ca2Nb2V6O24,-3.635
Sr6Ca2V6Ni2O24,-2.96
Sr6Ca2V6Sn2O24,-3.318
Sr6Ca2Ta2V6O24,-3.87
Sr6Ca2Ti2V6O24,-3.342
Sr4Ca4V4Cr4O24,-3.112
Sr4Ca4V4Fe4O24,-2.829
Sr4Ca4Mn4V4O24,-3.082
Sr4Ca4V4Ni4O24,-2.12
Sr4Ca4V4Sn4O24,-3.343
Sr4Ca4Ta4V4O24,-4.167
Sr4Ca4Ti4V4O24,-3.406
Cs1Sr7V8O24,-3.1
Cs1Sr7V7Cr1O24,-2.94
Cs1Sr7V7Fe1O24,-2.983
Cs1Sr7Mn1V7O24,-2.975
Cs1Sr7Nb1V7O24,-3.201
Cs1Sr7Ta1V7O24,-3.204
Cs2Sr6V8O24,-2.781
Cs2Sr6V6Cr2O24,-2.713
Cs2Sr6V6Fe2O24,-2.903
Cs2Sr6Mn2V6O24,-2.571
Cs2Sr6Nb2V6O24,-2.987
Cs2Sr6Ta2V6O24,-3.034
Cs4Sr4V4Cr4O24,-2.083
Cs4Sr4Ta4V4O24,-2.894
Sr7La1V7Co1O24,-3.388
Sr7La1V7Cr1O24,-3.587
Sr7La1V7Fe1O24,-3.508
Sr7La1Mn1V7O24,-3.463
Sr7La1Nb1V7O24,-3.643
Sr7La1V7Ni1O24,-3.335
Sr7La1Sc1V7O24,-3.455
Sr7La1Ta1V7O24,-3.836
Sr7La1Ti1V7O24,-3.618
Sr6La2V6Co2O24,-3.515
Sr6La2V6Cr2O24,-3.725
Sr6La2V6Fe2O24,-3.588
Sr6La2Mn2V6O24,-3.785
Sr6La2Nb2V6O24,-4.179
Sr6La2V6Ni2O24,-3.256
Sr6La2Sc2V6O24,-3.524
Sr6La2Ta2V6O24,-4.14
Sr4La4V4Co4O24,-3.479
Sr4La4V4Cr4O24,-4.004
Sr4La4V4Fe4O24,-3.616
Sr4La4Mn4V4O24,-4.279
Sr4La4V4Ni4O24,-3.171
Sr4La4Sc4V4O24,-3.833
Sr4La4Ta4V4O24,-5.252
Sr4La4Ti4V4O24,-4.478
Rb1Sr7V8O24,-3.149
Rb1Sr7V7Cr1O24,-2.976
Rb1Sr7V7Fe1O24,-3.095
Rb1Sr7Mn1V7O24,-3.017
Rb1Sr7Nb1V7O24,-3.243
Rb1Sr7Ta1V7O24,-3.249
Rb2Sr6V8O24,-2.857
Rb2Sr6V6Cr2O24,-2.787
Rb2Sr6V6Fe2O24,-2.666
Rb2Sr6Mn2V6O24,-2.669
Rb2Sr6Nb2V6O24,-3.075
Rb2Sr6Ta2V6O24,-3.103
Rb4Sr4V8O24,-2.995
Rb4Sr4V4Cr4O24,-3.492
Rb4Sr4V4Fe4O24,-1.788
Rb4Sr4Mn4V4O24,-1.741
Rb4Sr4Ta4V4O24,-2.924
Sr7Zn1V8O24,-3.317
Sr6Zn2V8O24,-3.127
Sr4Zn4V8O24,-3.099
Sr8Nb1V7O24,-3.504
Sr8Nb2V6O24,-3.703
Sr8Nb4V4O24,-3.913
Sr8V7Ni1O24,-3.132
Sr8V6Ni2O24,-2.857
Sr8V4Ru4O24,-3.11
Sr8Ta1V7O24,-3.549
Sr8Ta2V6O24,-3.751
Sr8Ta4V4O24,-3.902
